00501,40.817975,-73.04534
00544,40.816751,-73.046777
00601,18.162377,-66.72266
00602,18.379921,-67.18842
00603,18.429666,-67.154527
00604,18.502887,-67.13812
00605,18.4751,-67.14774
00606,18.181583,-66.979135
00610,18.282532,-67.139583
00611,18.28687,-66.79847
00612,18.471875,-66.715363
00613,18.473645,-66.716184
00614,18.473645,-66.71617
00616,18.438493,-66.682122
00617,18.45339,-66.539075
00622,18.024705,-67.17339
00623,18.088196,-67.147074
00624,18.056903,-66.721935
00627,18.483884,-66.84403
00631,18.181208,-66.834811
00636,18.16444,-67.07944
00637,18.077687,-66.960693
00638,18.336251,-66.46858
00641,18.265652,-66.698503
00646,18.460856,-66.266526
00647,17.968936,-66.933437
00650,18.363958,-66.567135
00652,18.458085,-66.594959
00653,17.972708,-66.908182
00656,18.017125,-66.790092
00659,18.485023,-66.824778
00660,18.139926,-67.127411
00662,18.500581,-67.024874
00664,18.22037,-66.589354
00667,18.049795,-67.059208
00669,18.295606,-66.877744
00670,18.253251,-66.991327
00674,18.429665,-66.493418
00676,18.394869,-67.11336
00677,18.340126,-67.250005
00678,18.472953,-66.938187
00680,18.201386,-67.140909
00681,18.217503,-67.148067
00682,18.206299,-67.151747
00683,18.081275,-67.041315
00685,18.336254,-66.989958
00687,18.325841,-66.406357
00688,18.387067,-66.606708
00690,18.503989,-67.099488
00692,18.414324,-66.329857
00693,18.446307,-66.387421
00694,18.48808,-66.391484
00698,18.034831,-66.849768
00703,18.257094,-66.105587
00704,17.954944,-66.223429
00705,18.139873,-66.264758
00707,18.007426,-65.899355
00714,17.96269,-66.063422
00715,18.009491,-66.57491
00716,17.981534,-66.620534
00717,18.009392,-66.613632
00718,18.211557,-65.734645
00719,18.30092,-66.245538
00720,18.228404,-66.391873
00721,18.39454,-65.77785
00723,18.005063,-66.013901
00725,18.234286,-66.035934
00726,18.13485,-66.05764
00727,18.208751,-66.103398
00728,18.012012,-66.633995
00729,18.379017,-65.901934
00730,18.011012,-66.613475
00731,18.044838,-66.58009
00732,18.02024,-66.6143
00733,18.02024,-66.61408
00734,18.01298,-66.61433
00735,18.264405,-65.648014
00736,18.113182,-66.166645
00737,18.11381,-66.166336
00738,18.32497,-65.652449
00739,18.175308,-66.160278
00740,18.334096,-65.630732
00741,18.16572,-65.753727
00742,18.270381,-65.637716
00744,18.220291,-65.788889
00745,18.379715,-65.82883
00751,17.975799,-66.297528
00754,18.189552,-65.961042
00757,17.965038,-66.404087
00765,18.1497,-65.441416
00766,18.12713,-66.492304
00767,18.046832,-65.878935
00769,18.07997,-66.357849
00771,18.179611,-65.87142
00772,18.432963,-65.879486
00773,18.375973,-65.715229
00775,18.302986,-65.30052
00777,18.228107,-65.921081
00778,18.254657,-65.972729
00780,18.040901,-66.549117
00782,18.2174,-66.226722
00783,18.340989,-66.31732
00784,17.985677,-66.113969
00785,17.977208,-66.123333
00786,18.155361,-66.234146
00791,18.149492,-65.825496
00792,18.15167,-65.82778
